id,fdc_id,seq_num,amount,measure_unit_id,portion_description,modifier,gram_weight
81549,167512,1,1,9999,,serving,34
81550,167513,1,1,9999,,serving 1 roll with icing,44
81551,167514,1,1,9999,,serving,28
81552,167515,1,1,9999,,serving,57
81553,167516,1,1,9999,,"waffle, square",39
81554,167516,2,1,9999,,"waffle, round",38
81555,167517,1,1,9999,,oz,28
81556,167517,2,1,9999,,"waffle round (4"" dia)",33
81557,167518,1,1,9999,,waffle,35
81558,167519,1,1,9999,,"waffle, round (4""dia)",32
81559,167520,1,1,9999,,oz,28.35
81560,167520,2,1,9999,,crust,183
81561,167521,1,1,9999,,crust,182
81562,167522,1,0.12,9999,,"pie 1 pie (1/8 of 9"" pie)",131
81563,167522,2,1,9999,,slice,137
81564,167522,3,1,9999,,pie,1137
81565,167522,4,1,9999,,oz,28.35
81566,167523,1,1,9999,,pie crust (average weight),225
81567,167524,1,2,9999,,waffles,70
81568,167525,1,1,9999,,piece,12.3
81569,167525,2,3,9999,,"pieces (mean serving weight, aggregated over brands)",37
81570,167526,1,1,9999,,serving (approximate serving size),55
81571,167526,2,1,9999,,cake square (average weight of whole item),399
81572,167527,1,1,9999,,serving,55
81573,167527,2,1,9999,,cake square,622
81574,167528,1,1,9999,,piece,86
81575,167529,1,1,9999,,serving (1 NLEA serving - about 4 crackers),30
81576,167529,2,1,9999,,cracker,12.7
81577,167530,1,11,9999,,crackers (1 NLEA serving),31
81578,167530,2,1,9999,,cracker,3.1
81579,167531,1,10,9999,,crackers (1 NLEA serving),32
81580,167531,2,1,9999,,cracker,3.1
81581,167532,1,1,9999,,slice,28
81582,167533,1,1,9999,,bagel,98
81583,167534,1,4,9999,,oz,113
81584,167535,1,1,9999,,tortilla,49
81585,167535,2,1,9999,,package,484
81586,167536,1,1,9999,,oz,28.35
81587,167536,2,1,9999,,"piece, large",20
81588,167536,3,1,9999,,oz,28.35
81589,167537,1,1,9999,,oz,28
81590,167537,2,1,9999,,oz,28.35
81591,167537,3,1,9999,,bag (7 oz),198
81592,167538,1,1,9999,,oz,28.35
81593,167538,2,1,9999,,bag (7 oz),198
81594,167539,1,1,9999,,oz,28.35
81595,167540,1,1,9999,,oz,28.35
81596,167540,2,1,9999,,package,27
81597,167540,3,1,9999,,packet (.75 oz),21
81598,167541,1,1,9999,,large,21
81599,167541,2,1,9999,,small,14
81600,167542,1,1,9999,,bar,21
81601,167542,2,1,9999,,bar (1 oz),28
81602,167542,3,1,9999,,bar,25
81603,167543,1,1,9999,,oz,28.35
81604,167543,2,1,9999,,bar,24
81605,167544,1,1,9999,,bar (1.5 oz),43
81606,167544,2,1,9999,,bar (1 oz),28
81607,167545,1,1,9999,,bar (1.25 oz),35
81608,167545,2,1,9999,,bar (1 oz),28
81609,167546,1,1,9999,,serving,40
81610,167547,1,1,9999,,oz,28.35
81611,167547,2,1,9999,,bar,37
81612,167548,1,1,9999,,bar (1 oz),28
81613,167549,1,1,9999,,cup,11
81614,167549,2,1,9999,,oz,28.35
81615,167550,1,1,9999,,cake,10
81616,167550,2,2,9999,,cakes,20
81617,167551,1,1,9999,,oz (approx 2/3 cup),28.35
81618,167551,2,2,9999,,oz,57
81619,167552,1,1,9999,,oz,28.35
81620,167553,1,1,9999,,oz,28.35
81621,167553,2,1,9999,,can (6 oz),170
81622,167554,1,1,9999,,oz,28.35
81623,167554,2,1,9999,,can (6.75 oz),198
81624,167555,1,1,9999,,oz,28.35
81625,167555,2,10,9999,,twists,60
81626,167556,1,1,9999,,oz,28.35
81627,167556,2,1,9999,,pretzel,11
81628,167557,1,1,9999,,cake,9
81629,167557,2,2,9999,,cakes,18
81630,167558,1,1,9999,,oz,28.35
81631,167558,2,1,9999,,bag,213
81632,167559,1,1,9999,,oz,28.35
81633,167560,1,1,9999,,oz,28.35
81634,167560,2,1,9999,,bag (7 oz),198
81635,167561,1,1,9999,,cup,150
81636,167561,2,1,9999,,oz,28.35
81637,167561,3,1.5,9999,,oz,42
81638,167562,1,1,9999,,package 1.76 oz,49
81639,167562,2,1,9999,,bar snack size,19
81640,167563,1,18,9999,,pieces,40
81641,167564,1,1,9999,,serving 6 pieces,40
81642,167565,1,1,9999,,serving 2.1 oz bar,60
81643,167565,2,1,9999,,serving 1 fun size bar 0.65 oz,18
81644,167565,3,1,9999,,serving 0.75 oz bar,21
81645,167565,4,1,9999,,bar bite size,7
81646,167565,5,1,9999,,bar king size,108
81647,167565,6,10,9999,,Butterfinger BB's,26
81648,167565,7,2,9999,,tbsp,25
81649,167565,8,1,9999,,cup BB's,174
81650,167566,1,1,9999,,piece,6.6
81651,167566,2,1,9999,,bar 2.25 oz,64
81652,167566,3,1,9999,,serving 6 pieces,40
81653,167567,1,1,9999,,oz,28.35
81654,167568,1,1,9999,,oz square Bakers,29
81655,167568,2,1,9999,,"cup, grated",132
81656,167568,3,0.5,9999,,oz Hersheys,14.2
81657,167569,1,1,9999,,cup chips,170
81658,167570,1,1,9999,,cup chips,168
81659,167570,2,1,9999,,oz,28.35
81660,167571,1,1,9999,,bar (3 oz),85
81661,167571,2,1,9999,,tbsp,14
81662,167571,3,1,9999,,cup chips,170
81663,167572,1,1,9999,,serving 1/2 cup,76
81664,167573,1,0.5,9999,,cup,107
81665,167574,1,0.5,9999,,cup,153
81666,167574,2,1,9999,,recipe yield,1531
81667,167575,1,1,9999,,serving 1/2 cup,66
81668,167576,1,1,9999,,serving 1/2 cup,88
81669,167577,1,0.5,9999,,cup (4 fl oz),74
81670,167577,2,1,9999,,bar (2.75 fl oz),66
81671,167578,1,1,9999,,piece,16
81672,167579,1,1,9999,,oz,28.35
81673,167580,1,1,9999,,oz,28.35
81674,167581,1,1,9999,,package 1.375 oz,39
81675,167581,2,1,9999,,serving 0.25 cup,41
81676,167581,3,1,9999,,serving fun size,48
81677,167582,1,1,9999,,serving 2.1 oz bar,60
81678,167582,2,1,9999,,serving fun size bar 0.65 oz,18
81679,167583,1,4,9999,,pieces 1.6oz,45
81680,167584,1,1,9999,,serving 1/4 cup,73
81681,167585,1,1,9999,,serving,68
81682,167585,2,1,9999,,unit,100
81683,167586,1,1,9999,,serving 1.4 oz bar,40
81684,167587,1,1,9999,,"bar, miniature",7
81685,167587,2,1,9999,,bar (1.55 oz),44
81686,167587,3,1,9999,,cup chips,168
81687,167588,1,0.5,9999,,cup From 19191,147
81688,167589,1,0.5,9999,,cup From 19211,142
81689,167590,1,1,9999,,roll,69
81690,167591,1,3,9999,,crackers,3.9
81691,167592,1,3,9999,,cookies,44
81692,167593,1,3,9999,,cookies,45
81693,167594,1,10,9999,,goldfish,5.2
81694,167595,1,10,9999,,goldfish,5.3
81695,167596,1,10,9999,,goldfish,5.1
81696,167597,1,1,9999,,slice,34
81697,167598,1,1,9999,,slice,28
81698,167599,1,1,9999,,slice,25
81699,167600,1,1,9999,,roll,44
81700,167601,1,1,9999,,pancake,48
81701,167601,2,1,9999,,box,352
81702,167602,1,0.25,9999,,cup,5
81703,167603,1,0.25,9999,,cup,25
81704,167604,1,1,9999,,cup unprepared,159
81705,167605,1,1,9999,,cup prepared,130
81706,167606,1,12,9999,,fries,51
81707,167632,1,1,9999,,oz,28.35
81708,167633,1,1,9999,,oz,28.35
81709,167634,1,1,9999,,oz,28.35
81710,167635,1,1,9999,,piece,152
81711,167636,1,1,9999,,piece,186
81712,167653,1,1,9999,,oz,28.35
81713,167657,1,1,9999,,serving varied from 2-3 tacos per serving,324
81714,167658,1,1,9999,,serving varied from 1 to 3 tacos per serving,281
81715,167658,2,1,9999,,taco,134
81716,167658,3,2,9999,,taco,279
81717,167658,4,3,9999,,taco,389
81718,167659,1,1,9999,,cup,141
81719,167660,1,1,9999,,piece,89
81720,167661,1,1,9999,,piece,126
81721,167662,1,1,9999,,piece,117
81722,167663,1,1,9999,,piece,122
81723,167664,1,1,9999,,piece,166
81724,167665,1,1,9999,,cup,116
81725,167666,1,1,9999,,cup,148
81726,167667,1,1,9999,,piece,89
81727,167668,1,1,9999,,cup,137
81728,167669,1,1,9999,,serving,198
81729,167670,1,1,9999,,steak,151
81730,167671,1,1,9999,,serving,257
81731,167671,2,1,9999,,cup,149
81732,167672,1,1,9999,,serving,165
81733,167673,1,1,9999,,steak,107
81734,167674,1,1,9999,,order,623
81735,167674,2,3,9999,,pieces,73
81736,167675,1,1,9999,,order,535
81737,167675,2,3,9999,,pieces,53
81738,167676,1,1,9999,,order,604
81739,167677,1,1,9999,,order,741
81740,167677,2,1,9999,,cup,136
81741,167678,1,1,9999,,order,693
81742,167678,2,1,9999,,cup,153
81743,167679,1,1,9999,,order,648
81744,167679,2,3,9999,,pieces,63
81745,167680,1,1,9999,,serving,554
81746,167681,1,1,9999,,tsp,8
81747,167682,1,1,9999,,fl oz assumed specific gravity of honey,28.4
81748,167683,1,1,9999,,bar,78
81749,167684,1,1,9999,,tbsp,15
81750,167684,2,1,9999,,cup,245
81751,167685,1,1,9999,,cup pieces,138
81752,167685,2,1,9999,,cubic inch,14
81753,167685,3,1,9999,,"slice, medium",28
81754,167685,5,1,9999,,"slice, thick",43
81755,167685,6,1,9999,,"slice, thin",14
81756,167686,1,1,9999,,cup,137
81757,167687,1,1,9999,,cup,75
81758,167688,1,1,9999,,cup,94
81759,167688,2,1,9999,,packet,3
81760,167689,1,1,9999,,serving 1.63 oz singles bag,46
81761,167689,2,1,9999,,cup,203
81762,167689,3,1,9999,,piece,2.2
81763,167690,1,1,9999,,tbsp,15
81764,167690,2,1,9999,,jar NFS,113
81765,167690,3,1,9999,,jar Beech-Nut Stage 2 (4 oz),113
81766,167691,1,1,9999,,tbsp,13
81767,167691,2,1,9999,,cup,207
81768,167692,1,1,9999,,tbsp,16
81769,167692,2,1,9999,,cup,249
81770,167693,1,1,9999,,tbsp,16
81771,167693,2,1,9999,,cup,260
81772,167694,1,1,9999,,"cup, cooked",130
81773,167694,2,1,9999,,oz,28
81774,167694,3,1,9999,,"oz cooked, yield",21
81775,167694,4,1,9999,,"patty, cooked",25
81776,167695,1,1,9999,,tbsp,15
81777,167695,2,1,9999,,cup,240
81778,167696,1,1,9999,,frankfurter,57
81779,167696,2,1,9999,,"cup, sliced",151
81780,167697,1,1,9999,,cup,245
81781,167697,2,1,9999,,fl oz,30.6
81782,167698,1,2,9999,,links 1 NLEA serving,45
81783,167698,2,3,9999,,links 1 NLEA serving,60
81784,167699,1,1,9999,,tbsp,17
81785,167699,2,1,9999,,cup,265
81786,167700,1,1,9999,,tbsp,16
81787,167700,2,1,9999,,cup,256
81788,167701,1,1,9999,,serving 1.76 oz bar,50
81789,167701,2,1,9999,,bar fun size,19
81790,167701,3,1,9999,,serving 5 miniatures,41
81791,167702,1,1,9999,,tbsp,13.6
81792,167702,2,1,9999,,cup,218
81793,167703,1,4,9999,,oz,113
81794,167703,2,1,9999,,cup,227
81795,167704,1,1,9999,,tbsp,15
81796,167704,2,1,9999,,cup,240
81797,167705,1,1,9999,,"cup, grated",100
81798,167705,2,1,9999,,tbsp,5
81799,167706,1,1,9999,,tablespoon,17
81800,167707,1,1,9999,,tsp,2
81801,167708,1,1,9999,,cup,242
81802,167708,2,1,9999,,fl oz,30.2
81803,167709,1,3,9999,,"oz with bone, cooked (yield after bone removed)",85
81804,167709,2,1,9999,,"cubic inch, boneless",17
81805,167710,1,3,9999,,"oz with bone, cooked (yield after bone removed)",85
81806,167710,2,1,9999,,"cubic inch, boneless",17
81807,167711,1,1,9999,,cup,244
81808,167711,2,1,9999,,fl oz,30.5
81809,167712,1,3,9999,,oz,85
81810,167712,2,1,9999,,slice cooked,8
81811,167713,1,3,9999,,oz,85
81812,167713,2,1,9999,,"medium slice (approx 3"" x 2"" x 1/4"")",28
81813,167713,3,1,9999,,"thick slice (approx 3"" x 2"" x 3/8"")",42
81814,167715,1,1.25,9999,,cup (1 NLEA serving),59
81815,167716,1,4,9999,,oz,113
81816,167716,2,1,9999,,cup,226
81817,167717,1,1,9999,,tsp,6
81818,167718,1,1,9999,,fl oz,31.2
81819,167718,2,1,9999,,bottle Earth's Best (4.2 fl oz),131
81820,167718,3,1,9999,,bottle Heinz Strained (4 fl oz),125
81821,167718,4,1,9999,,bottle Gerber First Food (4 fl oz),125
81822,167718,5,1,9999,,bottle Beech-Nut Stage I (4 fl oz),125
81823,167718,6,1,9999,,bottle NFS,125
81824,167719,1,1,9999,,"cup, diced",130
81825,167719,2,1,9999,,cup pieces,168
81826,167719,3,1,9999,,piece,36
81827,167720,1,1,9999,,jar NFS,179
81828,167721,1,2.5,9999,,oz,71
81829,167722,1,1,9999,,cup,262
81830,167723,1,1,9999,,fl oz,29.1
81831,167724,1,1,9999,,cup,21
81832,167725,1,1,9999,,cup (1 NLEA serving),50
81833,167726,1,1,9999,,tbsp,15
81834,167726,2,1,9999,,jar NFS,113
81835,167726,3,1,9999,,jar Gerber Second Food (4 oz),113
81836,167726,4,1,9999,,jar Beech-Nut Stage 2 (4 oz),113
81837,167726,5,1,9999,,jar Heinz Strained-2 (4.25 oz),120
81838,167727,1,1,9999,,cup,252
81839,167727,2,1,9999,,fl oz,31.5
81840,167728,1,1,9999,,tbsp,2.5
81841,167729,1,1,9999,,fl oz,31.2
81842,167729,2,1,9999,,bottle Heinz Strained (4 fl oz),125
81843,167729,3,1,9999,,bottle NFS,125
81844,167729,4,1,9999,,bottle Beech-Nut Stage 2 (4 fl oz),125
81845,167729,5,1,9999,,bottle Gerber Second Foods (4 fl oz),125
81846,167730,1,1,9999,,cup,244
81847,167730,2,1,9999,,fl oz,30.5
81848,167731,1,1,9999,,serving,15
81849,167732,1,1,9999,,tbsp,15
81850,167732,2,1,9999,,jar NFS,113
81851,167732,3,1,9999,,jar Beech-Nut Baby's First (2.5 oz),71
81852,167732,4,1,9999,,jar Beech-Nut Stage I (4 oz),113
81853,167732,5,1,9999,,jar Gerber First Foods (2.5 oz),71
81854,167732,6,1,9999,,jar Earth's Best (4.5 oz),128
81855,167732,7,1,9999,,jar Heinz Beginner-1 (2.5 oz),71
81856,167733,1,1,9999,,tbsp,15
81857,167733,2,1,9999,,jar NFS,113
81858,167733,3,1,9999,,jar Gerber Second Food (4 oz),113
81859,167734,1,1,9999,,oz,28.35
81860,167734,2,1,9999,,bar,37
81861,167735,1,1,9999,,"cup, diced",132
81862,167735,2,1,9999,,"cup, shredded",113
81863,167735,3,1,9999,,cubic inch,18
81864,167735,4,1,9999,,slice (1 oz),28
81865,167736,1,1,9999,,tbsp,15
81866,167736,2,1,9999,,cup,239
81867,167737,1,1,9999,,tablespoon,14
81868,167737,2,1,9999,,teaspoon,4.5
81869,167738,1,1,9999,,serving,151
81870,167738,2,1,9999,,cup,262
81871,167739,1,1,9999,,fl oz,36
81872,167739,2,1,9999,,serving 2 fl oz,71
81873,167739,3,1,9999,,can 10 fl oz,355
81874,167740,1,1,9999,,serving,9.9
81875,167740,2,1,9999,,package,40
81876,167741,1,1,9999,,serving,113
81877,167741,2,1,9999,,cup,260
81878,167742,1,3,9999,,oz,85
81879,167743,1,1,9999,,serving,21
81880,167744,1,3,9999,,oz,85
81881,167745,1,3,9999,,oz,85
81882,167746,1,1,9999,,"cup, sections",212
81883,167746,2,1,9999,,"fruit (2-1/8"" dia)",58
81884,167746,3,1,9999,,"fruit (2-3/8"" dia)",84
81885,167746,4,1,9999,,"wedge or slice (1/8 of one 2-1/8"" dia lemon)",7
81886,167746,5,1,9999,,NLEA serving,58
81887,167747,1,1,9999,,cup,244
81888,167747,2,1,9999,,fl oz,30.5
81889,167747,3,1,9999,,lemon yields,48
81890,167747,4,1,9999,,wedge yields,5.9
81891,167748,1,1,9999,,tbsp,15
81892,167748,2,1,9999,,tsp,5
81893,167748,3,1,9999,,fl oz,30.5
81894,167748,4,1,9999,,cup,244
81895,167749,1,1,9999,,tbsp,6
81896,167749,2,1,9999,,tsp,2
81897,167750,1,1,9999,,cup,149
81898,167750,2,1,9999,,fruit without refuse,103
81899,167751,1,1,9999,,"cup, pitted",248
81900,167752,1,1,9999,,"cup, pitted",248
81901,167753,1,1,9999,,cup,256
81902,167753,2,1,9999,,fl oz,32
81903,167754,1,1,9999,,"cup, sections",190
81904,167754,2,1,9999,,fruit without refuse,609
81905,167755,1,1,9999,,cup,123
81906,167755,2,1,9999,,"pint as purchased, yields",312
81907,167755,3,10,9999,,raspberries,19
81908,167756,1,1,9999,,cup,256
81909,167757,1,1,9999,,"cup, thawed",250
81910,167757,2,1,9999,,package (10 oz),284
81911,167758,1,1,9999,,"cup, diced",122
81912,167758,2,1,9999,,stalk,51
81913,167759,1,1,9999,,"cup, pulp",241
81914,167759,2,1,9999,,sapodilla,170
81915,167760,1,1,9999,,"cup 1"" pieces",175
81916,167760,2,1,9999,,fruit without refuse,558
81917,167761,1,1,9999,,"cup, pulp",225
81918,167761,2,1,9999,,"fruit (7"" x 5-1/4"" dia)",625
81919,167762,1,1,9999,,"cup, halves",152
81920,167762,2,1,9999,,"cup, pureed",232
81921,167762,3,1,9999,,"cup, sliced",166
81922,167762,4,1,9999,,"cup, whole",144
81923,167762,5,1,9999,,"extra large (1-5/8"" dia)",27
81924,167762,6,1,9999,,"large (1-3/8"" dia)",18
81925,167762,7,1,9999,,"medium (1-1/4"" dia)",12
81926,167762,8,1,9999,,"pint as purchased, yields",357
81927,167762,9,1,9999,,"small (1"" dia)",7
81928,167762,10,1,9999,,NLEA serving,147
81929,167763,1,1,9999,,"cup, pulp",120
81930,167763,2,1,9999,,"fruit (3"" x 1"")",2
81931,167764,1,1,9999,,cup,257
81932,167765,1,1,9999,,"cup, balls",154
81933,167765,2,1,9999,,"cup, diced",152
81934,167765,3,1,9999,,"melon (15"" long x 7-1/2"" dia)",4518
81935,167765,4,1,9999,,wedge (approx 1/16 of melon),286
81936,167765,5,10,9999,,watermelon balls,122
81937,167765,6,1,9999,,NLEA serving,280
81938,167766,1,1,9999,,cherry (NLEA serving),5
81939,167767,1,1,9999,,"cup, chunks",181
81940,167767,2,1,9999,,"cup, crushed",195
81941,167767,3,1,9999,,"cup, sliced",162
81942,167767,5,1,9999,,spear,26
81943,167768,1,1,9999,,"cup, halves",219
81944,167768,2,1,9999,,"cup, whole",182
81945,167769,1,1,9999,,cup,168
81946,167770,1,1,9999,,cup,179
81947,167771,1,1,9999,,cup,248
81948,167771,2,1,9999,,fl oz,31
81949,167772,1,1,9999,,cup,244
81950,167773,1,1,9999,,cup,255
81951,167774,1,1,9999,,cup,247
81952,167774,2,1,9999,,fruit yields,196
81953,167775,1,1,9999,,cup,239
81954,167775,2,1,9999,,fl oz,29.9
81955,167776,1,1,9999,,"cup, sliced",140
81956,167776,2,1,9999,,small,152
81957,167776,3,1,9999,,medium,177
81958,167776,4,1,9999,,large,227
81959,167777,1,1,9999,,small,126
81960,167777,2,1,9999,,medium,157
81961,167777,3,1,9999,,large,223
81962,167777,4,1,9999,,"cup, sliced",140
81963,167778,1,1,9999,,"cup, sliced",140
81964,167778,2,1,9999,,small,159
81965,167778,3,1,9999,,medium,179
81966,167778,4,1,9999,,large,219
81967,167779,1,1,9999,,"cup, sliced",140
81968,167779,2,1,9999,,small,172
81969,167779,3,1,9999,,medium,202
81970,167779,4,1,9999,,large,242
81971,167780,1,2,9999,,tbsp,36
81972,167782,1,0.5,9999,,cup,114
81973,167783,1,0.5,9999,,cup,114
81974,167784,1,1,9999,,cup,251
81975,167785,1,1,9999,,cup,251
81976,167786,1,1,9999,,cup,251
81977,167787,1,1,9999,,cup,249
81978,167787,2,1,9999,,fl oz,31.4
81979,167788,1,3,9999,,fruit without pits,11.1
81980,167789,1,1,9999,,"cup without pits, thawed",112
81981,167789,2,3,9999,,"fruit without pits, thawed",9.8
81982,167790,1,1,9999,,cup thawed,120
81983,167791,1,1,9999,,cup,233
81984,167791,2,1,9999,,"fruit (4-2/3"" long x 2-3/4"" dia)",209
81985,167792,1,8,9999,,fl oz,246
81986,167793,1,1,9999,,"cup, sliced",109
81987,167793,2,1,9999,,large,236
81988,167793,3,1,9999,,medium,192
81989,167793,4,1,9999,,small,158
81990,167794,1,1,9999,,cup,249
81991,167794,2,1,9999,,fl oz,31.1
81992,167795,1,8,9999,,fl oz,240
81993,167796,1,1,9999,,cup,275
81994,167797,1,1,9999,,cup,252
81995,167798,1,1,9999,,cup,230
81996,167799,1,1,9999,,cup,233
81997,167800,1,6,9999,,fl oz,177
81998,167800,2,10,9999,,fl oz,295
81999,167801,1,1,9999,,tbsp,15
82000,167801,2,1,9999,,tsp,5.2
82001,167802,1,1,9999,,tbsp,15
82002,167802,2,1,9999,,tsp,5
82003,167803,1,0.25,9999,,cup,70
82004,167804,1,0.25,9999,,cup,70
82005,167805,1,8,9999,,fl oz,248
82006,167807,1,1,9999,,cup,269
82007,167807,2,1,9999,,fl oz,31.5
82008,167810,1,1,9999,,oz,28.35
82009,167810,2,1,9999,,lb,453.6
82010,167811,1,4,9999,,oz,113
82011,167811,2,1,9999,,lb,453.6
82012,167812,1,4,9999,,oz,113
82013,167812,2,1,9999,,lb,453.6
82014,167813,1,1,9999,,oz,28.35
82015,167813,2,4,9999,,oz,113
82016,167814,1,4,9999,,oz,113
82017,167814,2,1,9999,,lb,453.6
82018,167815,1,1,9999,,"cup, diced",135
82019,167815,2,3,9999,,oz,85
82020,167816,1,4,9999,,oz,113
82021,167816,2,1,9999,,lb,453.6
82022,167816,3,1,9999,,roast,3952
82023,167817,1,3,9999,,oz,85
82024,167817,2,1,9999,,roast,3027
82025,167818,1,4,9999,,oz,113
82026,167818,2,1,9999,,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)",117
82027,167819,1,3,9999,,oz,85
82028,167819,2,1,9999,,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)",89
82029,167820,1,3,9999,,oz,85
82030,167820,2,1,9999,,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)",87
82031,167821,1,3,9999,,oz,85
82032,167821,2,1,9999,,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)",89
82033,167822,1,4,9999,,oz,113
82034,167822,2,1,9999,,chop,263
82035,167823,1,3,9999,,oz,85
82036,167823,2,1,9999,,chop,206
82037,167824,1,3,9999,,oz,85
82038,167824,2,1,9999,,chop,219
82039,167825,1,3,9999,,oz,85
82040,167825,2,1,9999,,roast,830
82041,167826,1,3,9999,,oz,85
82042,167826,2,1,9999,,chop,187
82043,167827,1,3,9999,,oz,85
82044,167827,2,1,9999,,"chop without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)",157
82045,167828,1,3,9999,,oz,85
82046,167828,2,1,9999,,roast,900
82047,167829,1,4,9999,,oz,113
82048,167829,2,1,9999,,"chop without refuse (Yield from 1 raw chop, with refuse, weighing 259g)",178
82049,167830,1,3,9999,,oz,85
82050,167830,2,1,9999,,chop,187
82051,167831,1,1,9999,,"chop without refuse (Yield from 1 cooked chop, with refuse, weighing 172g)",112
82052,167831,2,3,9999,,oz,85
82053,167832,1,3,9999,,oz,85
82054,167832,2,1,9999,,roast,783
82055,167833,1,4,9999,,oz,113
82056,167833,2,1,9999,,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)",86
82057,167834,1,3,9999,,oz,85
82058,167834,2,1,9999,,chop,180
82059,167835,1,3,9999,,oz,85
82060,167835,2,1,9999,,chop,195
82061,167836,1,3,9999,,oz,85
82062,167836,2,1,9999,,"roast without refuse (Yield from 1 cooked roast, with refuse, weighing 1515g)",1046
82063,167837,1,4,9999,,oz,113
82064,167837,2,1,9999,,lb,453.6
82065,167837,3,1,9999,,"roast without refuse (Yield from 1 raw roast, with refuse, weighing 1818g)",1217
82066,167838,1,3,9999,,oz,85
82067,167838,2,1,9999,,chop,180
82068,167839,1,4,9999,,oz,113
82069,167839,2,1,9999,,chop,185
82070,167840,1,1,9999,,chop,135
82071,167841,1,1,9999,,chop,145
82072,167841,2,3,9999,,oz,85
82073,167842,1,3,9999,,oz,85
82074,167842,2,1,9999,,roast,848
82075,167843,1,4,9999,,oz,113
82076,167843,2,1,9999,,lb,453.6
82077,167844,1,1,9999,,"cup, diced",135
82078,167844,2,3,9999,,oz,85
82079,167845,1,1,9999,,oz,28.35
82080,167845,2,1,9999,,lb,453.6
82081,167846,1,1,9999,,"cup, diced",135
82082,167846,2,3,9999,,oz,85
82083,167847,1,3,9999,,oz,85
82084,167847,2,1,9999,,roast,2252
82085,167848,1,3,9999,,oz,85
82086,167848,2,1,9999,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",191
82087,167849,1,4,9999,,oz,113
82088,167849,2,1,9999,,"steak without refuse (Yield from 1 raw steak, with refuse, weighing 380g)",288
82089,167849,3,1,9999,,lb,453.6
82090,167850,1,3,9999,,oz,85
82091,167850,2,1,9999,,"steak without refuse (Yield from 1 cooked steak, with refuse, weighing 249g)",185
82092,167851,1,3,9999,,oz,85
82093,167851,2,1,9999,,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 300 g)",169
82094,167852,1,3,9999,,oz,85
82095,167852,2,1,9999,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",238
82096,167853,1,4,9999,,oz,113
82097,167854,1,3,9999,,oz,85
82098,167854,2,1,9999,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",177
82099,167855,1,3,9999,,oz,85
82100,167855,2,1,9999,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",231
82101,167856,1,3,9999,,oz,85
82102,167857,1,1,9999,,oz,28.35
82103,167857,2,1,9999,,ear,113
82104,167858,1,1,9999,,ear (yield after cooking),111
82105,167858,2,1,9999,,"unit, cooked (yield from 1 lb raw meat)",422
82106,167859,1,4,9999,,oz,113
82107,167860,1,1,9999,,cup,140
82108,167860,2,3,9999,,oz,85
82109,167861,1,1,9999,,oz,28.35
82110,167861,2,4,9999,,oz,113
82111,167862,1,1,9999,,oz,28.35
82112,167862,2,4,9999,,oz,113
82113,167863,1,3,9999,,oz,85
82114,167864,1,1,9999,,oz,28.35
82115,167864,2,1,9999,,lb,453.6
82116,167865,1,1,9999,,oz,28.35
82117,167865,2,4,9999,,oz,113
82118,167866,1,3,9999,,oz,85
82119,167867,1,1,9999,,oz,28.35
82120,167867,2,4,9999,,oz,113
82121,167868,1,3,9999,,oz,85
82122,167868,2,1,9999,,chop,215
82123,167869,1,3,9999,,oz,85
82124,167869,2,2,9999,,slices (6 per 6-oz pkg.),57
82125,167869,3,1,9999,,package (6 oz),170
82126,167870,1,3,9999,,oz,85
82127,167870,2,1,9999,,lb,453.6
82128,167871,1,1,9999,,cup,140
82129,167871,2,3,9999,,oz,85
82130,167872,1,1,9999,,cup,140
82131,167872,2,3,9999,,oz,85
82132,167873,1,1,9999,,oz,28.35
82133,167873,2,1,9999,,patty,65
82134,167874,1,1,9999,,oz,28.35
82135,167874,2,1,9999,,slice,57
82136,167875,1,1,9999,,cup,140
82137,167875,2,1,9999,,oz,28.35
82138,167876,1,3,9999,,oz,85
82139,167876,2,1,9999,,cup,140
82140,167877,1,1,9999,,oz,28.35
82141,167877,2,3,9999,,oz,85
82142,167878,1,1,9999,,oz,28.35
82143,167878,2,3,9999,,oz,85
82144,167879,1,1,9999,,cup,140
82145,167879,2,3,9999,,oz,85
82146,167880,1,1,9999,,cup,140
82147,167880,2,3,9999,,oz,85
82148,167881,1,3,9999,,oz,85
82149,167881,2,1,9999,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",275
82150,167882,1,3,9999,,oz,85
82151,167882,2,1,9999,,chop,172
82152,167883,1,3,9999,,oz,85
82153,167883,2,1,9999,,chop,169
82154,167884,1,3,9999,,oz,85
82155,167884,2,1,9999,,chop,215
82156,167885,1,3,9999,,oz,85
82157,167885,2,1,9999,,cup,140
